sample,Phylum,SeqAbundance,PercentPhylum,trophicstate,filter,lakenames,limnion
BASE1,Tenericutes,0,0,Productive,Free,Baseline,Top
BASE1,Thermotogae,0,0,Productive,Free,Baseline,Top
BASE1,TM6,0,0,Productive,Free,Baseline,Top
BASE1,Verrucomicrobia,1464,14.21,Productive,Free,Baseline,Top
BASE1,WCHB1-60,0,0,Productive,Free,Baseline,Top
BASE13um,Acidobacteria,349,3.39,Productive,Particle,Baseline,Top
BASE13um,Actinobacteria,341,3.31,Productive,Particle,Baseline,Top
BASE13um,Armatimonadetes,12,0.12,Productive,Particle,Baseline,Top
BASE13um,Bacteroidetes,2150,20.86,Productive,Particle,Baseline,Top
BASE13um,BD1-5,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_BRC1,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_OD1,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_OP11,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_OP3,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_OP8,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_SR1,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_TM7,0,0,Productive,Particle,Baseline,Top
BASE13um,Candidate_division_WS3,0,0,Productive,Particle,Baseline,Top
BASE13um,Chlamydiae,0,0,Productive,Particle,Baseline,Top
BASE13um,Chlorobi,365,3.54,Productive,Particle,Baseline,Top
BASE13um,Chloroflexi,139,1.35,Productive,Particle,Baseline,Top
BASE13um,Cyanobacteria,2468,23.95,Productive,Particle,Baseline,Top
BASE13um,Deferribacteres,0,0,Productive,Particle,Baseline,Top
BASE13um,Deinococcus-Thermus,8,0.08,Productive,Particle,Baseline,Top
BASE13um,Dictyoglomi,0,0,Productive,Particle,Baseline,Top
BASE13um,Elusimicrobia,0,0,Productive,Particle,Baseline,Top
BASE13um,Fibrobacteres,0,0,Productive,Particle,Baseline,Top
BASE13um,Firmicutes,0,0,Productive,Particle,Baseline,Top
BASE13um,Fusobacteria,0,0,Productive,Particle,Baseline,Top
BASE13um,Gemmatimonadetes,0,0,Productive,Particle,Baseline,Top
BASE13um,Lentisphaerae,6,0.06,Productive,Particle,Baseline,Top
BASE13um,NPL-UPA2,5,0.05,Productive,Particle,Baseline,Top
BASE13um,Planctomycetes,1476,14.32,Productive,Particle,Baseline,Top
BASE13um,Spirochaetae,0,0,Productive,Particle,Baseline,Top
BASE13um,Tenericutes,0,0,Productive,Particle,Baseline,Top
BASE13um,Thermotogae,0,0,Productive,Particle,Baseline,Top
BASE13um,TM6,0,0,Productive,Particle,Baseline,Top
BASE13um,Verrucomicrobia,1348,13.08,Productive,Particle,Baseline,Top
BASE13um,WCHB1-60,0,0,Productive,Particle,Baseline,Top
BASE2,Acidobacteria,89,0.86,Productive,Free,Baseline,Top
BASE2,Actinobacteria,2133,20.69,Productive,Free,Baseline,Top
BASE2,Armatimonadetes,0,0,Productive,Free,Baseline,Top
BASE2,Bacteroidetes,1665,16.15,Productive,Free,Baseline,Top
BASE2,BD1-5,0,0,Productive,Free,Baseline,Top
BASE2,Candidate_division_BRC1,0,0,Productive,Free,Baseline,Top
BASE2,Candidate_division_OD1,12,0.12,Productive,Free,Baseline,Top
BASE2,Candidate_division_OP11,0,0,Productive,Free,Baseline,Top
BASE2,Candidate_division_OP3,0,0,Productive,Free,Baseline,Top
BASE2,Candidate_division_OP8,0,0,Productive,Free,Baseline,Top
BASE2,Candidate_division_SR1,0,0,Productive,Free,Baseline,Top
BASE2,Candidate_division_TM7,0,0,Productive,Free,Baseline,Top
BASE2,Candidate_division_WS3,0,0,Productive,Free,Baseline,Top
BASE2,Chlamydiae,19,0.18,Productive,Free,Baseline,Top
BASE2,Chlorobi,470,4.56,Productive,Free,Baseline,Top
BASE2,Chloroflexi,86,0.83,Productive,Free,Baseline,Top
BASE2,Cyanobacteria,553,5.36,Productive,Free,Baseline,Top
BASE2,Deferribacteres,0,0,Productive,Free,Baseline,Top
BASE2,Deinococcus-Thermus,11,0.11,Productive,Free,Baseline,Top
BASE2,Dictyoglomi,0,0,Productive,Free,Baseline,Top
BASE2,Elusimicrobia,0,0,Productive,Free,Baseline,Top
BASE2,Fibrobacteres,0,0,Productive,Free,Baseline,Top
BASE2,Firmicutes,0,0,Productive,Free,Baseline,Top
BASE2,Fusobacteria,0,0,Productive,Free,Baseline,Top
BASE2,Gemmatimonadetes,0,0,Productive,Free,Baseline,Top
BASE2,Lentisphaerae,0,0,Productive,Free,Baseline,Top
BASE2,NPL-UPA2,0,0,Productive,Free,Baseline,Top
BASE2,Planctomycetes,574,5.57,Productive,Free,Baseline,Top
BASE2,Spirochaetae,11,0.11,Productive,Free,Baseline,Top
BASE2,Tenericutes,0,0,Productive,Free,Baseline,Top
BASE2,Thermotogae,0,0,Productive,Free,Baseline,Top
BASE2,TM6,0,0,Productive,Free,Baseline,Top
BASE2,Verrucomicrobia,1655,16.06,Productive,Free,Baseline,Top
BASE2,WCHB1-60,0,0,Productive,Free,Baseline,Top
BASH1,Acidobacteria,63,0.61,Productive,Free,Baseline,Bottom
BASH1,Actinobacteria,569,5.52,Productive,Free,Baseline,Bottom
BASH1,Armatimonadetes,67,0.65,Productive,Free,Baseline,Bottom
BASH1,Bacteroidetes,1872,18.17,Productive,Free,Baseline,Bottom
BASH1,BD1-5,17,0.17,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_BRC1,10,0.1,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_OD1,134,1.3,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_OP11,0,0,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_OP3,35,0.34,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_OP8,0,0,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_SR1,48,0.47,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_TM7,4,0.04,Productive,Free,Baseline,Bottom
BASH1,Candidate_division_WS3,10,0.1,Productive,Free,Baseline,Bottom
BASH1,Chlamydiae,6,0.06,Productive,Free,Baseline,Bottom
BASH1,Chlorobi,95,0.92,Productive,Free,Baseline,Bottom
BASH1,Chloroflexi,471,4.57,Productive,Free,Baseline,Bottom
BASH1,Cyanobacteria,357,3.47,Productive,Free,Baseline,Bottom
BASH1,Deferribacteres,0,0,Productive,Free,Baseline,Bottom
BASH1,Deinococcus-Thermus,235,2.28,Productive,Free,Baseline,Bottom
BASH1,Dictyoglomi,0,0,Productive,Free,Baseline,Bottom
BASH1,Elusimicrobia,23,0.22,Productive,Free,Baseline,Bottom
BASH1,Fibrobacteres,60,0.58,Productive,Free,Baseline,Bottom
BASH1,Firmicutes,493,4.79,Productive,Free,Baseline,Bottom
BASH1,Fusobacteria,0,0,Productive,Free,Baseline,Bottom
BASH1,Gemmatimonadetes,0,0,Productive,Free,Baseline,Bottom
BASH1,Lentisphaerae,1449,14.07,Productive,Free,Baseline,Bottom
BASH1,NPL-UPA2,98,0.95,Productive,Free,Baseline,Bottom
BASH1,Planctomycetes,272,2.64,Productive,Free,Baseline,Bottom
BASH1,Spirochaetae,142,1.38,Productive,Free,Baseline,Bottom
BASH1,Tenericutes,7,0.07,Productive,Free,Baseline,Bottom
BASH1,Thermotogae,0,0,Productive,Free,Baseline,Bottom
BASH1,TM6,22,0.21,Productive,Free,Baseline,Bottom
BASH1,Verrucomicrobia,1187,11.52,Productive,Free,Baseline,Bottom
BASH1,WCHB1-60,0,0,Productive,Free,Baseline,Bottom
BASH13um,Acidobacteria,141,1.37,Productive,Particle,Baseline,Bottom
BASH13um,Actinobacteria,31,0.3,Productive,Particle,Baseline,Bottom
BASH13um,Armatimonadetes,95,0.92,Productive,Particle,Baseline,Bottom
BASH13um,Bacteroidetes,1749,16.98,Productive,Particle,Baseline,Bottom
BASH13um,BD1-5,5,0.05,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_BRC1,39,0.38,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_OD1,31,0.3,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_OP11,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_OP3,25,0.24,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_OP8,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_SR1,19,0.18,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_TM7,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Candidate_division_WS3,49,0.48,Productive,Particle,Baseline,Bottom
BASH13um,Chlamydiae,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Chlorobi,63,0.61,Productive,Particle,Baseline,Bottom
BASH13um,Chloroflexi,1082,10.5,Productive,Particle,Baseline,Bottom
BASH13um,Cyanobacteria,1227,11.91,Productive,Particle,Baseline,Bottom
BASH13um,Deferribacteres,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Deinococcus-Thermus,230,2.23,Productive,Particle,Baseline,Bottom
BASH13um,Dictyoglomi,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Elusimicrobia,9,0.09,Productive,Particle,Baseline,Bottom
BASH13um,Fibrobacteres,5,0.05,Productive,Particle,Baseline,Bottom
BASH13um,Firmicutes,574,5.57,Productive,Particle,Baseline,Bottom
BASH13um,Fusobacteria,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Gemmatimonadetes,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Lentisphaerae,703,6.82,Productive,Particle,Baseline,Bottom
BASH13um,NPL-UPA2,43,0.42,Productive,Particle,Baseline,Bottom
BASH13um,Planctomycetes,373,3.62,Productive,Particle,Baseline,Bottom
BASH13um,Spirochaetae,128,1.24,Productive,Particle,Baseline,Bottom
BASH13um,Tenericutes,0,0,Productive,Particle,Baseline,Bottom
BASH13um,Thermotogae,4,0.04,Productive,Particle,Baseline,Bottom
BASH13um,TM6,5,0.05,Productive,Particle,Baseline,Bottom
BASH13um,Verrucomicrobia,1101,10.69,Productive,Particle,Baseline,Bottom
BASH13um,WCHB1-60,0,0,Productive,Particle,Baseline,Bottom
BASH2,Acidobacteria,53,0.51,Productive,Free,Baseline,Bottom
BASH2,Actinobacteria,414,4.02,Productive,Free,Baseline,Bottom
BASH2,Armatimonadetes,32,0.31,Productive,Free,Baseline,Bottom
BASH2,Bacteroidetes,2107,20.45,Productive,Free,Baseline,Bottom
BASH2,BD1-5,10,0.1,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_BRC1,17,0.17,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_OD1,59,0.57,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_OP11,0,0,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_OP3,36,0.35,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_OP8,0,0,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_SR1,74,0.72,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_TM7,0,0,Productive,Free,Baseline,Bottom
BASH2,Candidate_division_WS3,0,0,Productive,Free,Baseline,Bottom
BASH2,Chlamydiae,0,0,Productive,Free,Baseline,Bottom
BASH2,Chlorobi,92,0.89,Productive,Free,Baseline,Bottom
BASH2,Chloroflexi,175,1.7,Productive,Free,Baseline,Bottom
BASH2,Cyanobacteria,276,2.68,Productive,Free,Baseline,Bottom
BASH2,Deferribacteres,6,0.06,Productive,Free,Baseline,Bottom
BASH2,Deinococcus-Thermus,320,3.11,Productive,Free,Baseline,Bottom
BASH2,Dictyoglomi,0,0,Productive,Free,Baseline,Bottom
BASH2,Elusimicrobia,7,0.07,Productive,Free,Baseline,Bottom
BASH2,Fibrobacteres,36,0.35,Productive,Free,Baseline,Bottom
BASH2,Firmicutes,390,3.79,Productive,Free,Baseline,Bottom
BASH2,Fusobacteria,0,0,Productive,Free,Baseline,Bottom
BASH2,Gemmatimonadetes,0,0,Productive,Free,Baseline,Bottom
BASH2,Lentisphaerae,1893,18.38,Productive,Free,Baseline,Bottom
BASH2,NPL-UPA2,85,0.83,Productive,Free,Baseline,Bottom
BASH2,Planctomycetes,247,2.4,Productive,Free,Baseline,Bottom
BASH2,Spirochaetae,112,1.09,Productive,Free,Baseline,Bottom
BASH2,Tenericutes,7,0.07,Productive,Free,Baseline,Bottom
BASH2,Thermotogae,0,0,Productive,Free,Baseline,Bottom
BASH2,TM6,20,0.19,Productive,Free,Baseline,Bottom
BASH2,Verrucomicrobia,1334,12.95,Productive,Free,Baseline,Bottom
BASH2,WCHB1-60,0,0,Productive,Free,Baseline,Bottom
BASH23um,Acidobacteria,90,0.87,Productive,Particle,Baseline,Bottom
BASH23um,Actinobacteria,23,0.22,Productive,Particle,Baseline,Bottom
BASH23um,Armatimonadetes,104,1.01,Productive,Particle,Baseline,Bottom
BASH23um,Bacteroidetes,2077,20.15,Productive,Particle,Baseline,Bottom
BASH23um,BD1-5,4,0.04,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_BRC1,27,0.26,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_OD1,24,0.23,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_OP11,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_OP3,26,0.25,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_OP8,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_SR1,24,0.23,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_TM7,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Candidate_division_WS3,31,0.3,Productive,Particle,Baseline,Bottom
BASH23um,Chlamydiae,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Chlorobi,112,1.09,Productive,Particle,Baseline,Bottom
BASH23um,Chloroflexi,1140,11.06,Productive,Particle,Baseline,Bottom
BASH23um,Cyanobacteria,800,7.76,Productive,Particle,Baseline,Bottom
BASH23um,Deferribacteres,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Deinococcus-Thermus,220,2.13,Productive,Particle,Baseline,Bottom
BASH23um,Dictyoglomi,4,0.04,Productive,Particle,Baseline,Bottom
BASH23um,Elusimicrobia,12,0.12,Productive,Particle,Baseline,Bottom
BASH23um,Fibrobacteres,10,0.1,Productive,Particle,Baseline,Bottom
BASH23um,Firmicutes,562,5.45,Productive,Particle,Baseline,Bottom
BASH23um,Fusobacteria,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Gemmatimonadetes,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Lentisphaerae,791,7.67,Productive,Particle,Baseline,Bottom
BASH23um,NPL-UPA2,47,0.46,Productive,Particle,Baseline,Bottom
BASH23um,Planctomycetes,300,2.91,Productive,Particle,Baseline,Bottom
BASH23um,Spirochaetae,157,1.52,Productive,Particle,Baseline,Bottom
BASH23um,Tenericutes,0,0,Productive,Particle,Baseline,Bottom
BASH23um,Thermotogae,5,0.05,Productive,Particle,Baseline,Bottom
BASH23um,TM6,6,0.06,Productive,Particle,Baseline,Bottom
BASH23um,Verrucomicrobia,1370,13.29,Productive,Particle,Baseline,Bottom
BASH23um,WCHB1-60,0,0,Productive,Particle,Baseline,Bottom
BRIE1,Acidobacteria,0,0,Productive,Free,Bristol,Top
BRIE1,Actinobacteria,2568,24.93,Productive,Free,Bristol,Top
BRIE1,Armatimonadetes,10,0.1,Productive,Free,Bristol,Top
BRIE1,Bacteroidetes,1943,18.86,Productive,Free,Bristol,Top
BRIE1,BD1-5,0,0,Productive,Free,Bristol,Top
BRIE1,Candidate_division_BRC1,0,0,Productive,Free,Bristol,Top
BRIE1,Candidate_division_OD1,19,0.18,Productive,Free,Bristol,Top
BRIE1,Candidate_division_OP11,0,0,Productive,Free,Bristol,Top
BRIE1,Candidate_division_OP3,6,0.06,Productive,Free,Bristol,Top
BRIE1,Candidate_division_OP8,0,0,Productive,Free,Bristol,Top
BRIE1,Candidate_division_SR1,0,0,Productive,Free,Bristol,Top
BRIE1,Candidate_division_TM7,0,0,Productive,Free,Bristol,Top
BRIE1,Candidate_division_WS3,0,0,Productive,Free,Bristol,Top
BRIE1,Chlamydiae,0,0,Productive,Free,Bristol,Top
BRIE1,Chlorobi,0,0,Productive,Free,Bristol,Top
BRIE1,Chloroflexi,24,0.23,Productive,Free,Bristol,Top
BRIE1,Cyanobacteria,1547,15.02,Productive,Free,Bristol,Top
BRIE1,Deferribacteres,0,0,Productive,Free,Bristol,Top
BRIE1,Deinococcus-Thermus,0,0,Productive,Free,Bristol,Top
BRIE1,Dictyoglomi,0,0,Productive,Free,Bristol,Top
BRIE1,Elusimicrobia,0,0,Productive,Free,Bristol,Top
BRIE1,Fibrobacteres,0,0,Productive,Free,Bristol,Top
BRIE1,Firmicutes,0,0,Productive,Free,Bristol,Top
BRIE1,Fusobacteria,0,0,Productive,Free,Bristol,Top
BRIE1,Gemmatimonadetes,0,0,Productive,Free,Bristol,Top
BRIE1,Lentisphaerae,5,0.05,Productive,Free,Bristol,Top
BRIE1,NPL-UPA2,8,0.08,Productive,Free,Bristol,Top
BRIE1,Planctomycetes,255,2.48,Productive,Free,Bristol,Top
BRIE1,Spirochaetae,10,0.1,Productive,Free,Bristol,Top
BRIE1,Tenericutes,0,0,Productive,Free,Bristol,Top
BRIE1,Thermotogae,0,0,Productive,Free,Bristol,Top
BRIE1,TM6,42,0.41,Productive,Free,Bristol,Top
BRIE1,Verrucomicrobia,1350,13.11,Productive,Free,Bristol,Top
BRIE1,WCHB1-60,0,0,Productive,Free,Bristol,Top
BRIE13um,Acidobacteria,0,0,Productive,Particle,Bristol,Top
BRIE13um,Actinobacteria,107,1.04,Productive,Particle,Bristol,Top
BRIE13um,Armatimonadetes,41,0.4,Productive,Particle,Bristol,Top
BRIE13um,Bacteroidetes,1697,16.46,Productive,Particle,Bristol,Top
BRIE13um,BD1-5,0,0,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_BRC1,0,0,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_OD1,0,0,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_OP11,0,0,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_OP3,7,0.07,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_OP8,0,0,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_SR1,0,0,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_TM7,0,0,Productive,Particle,Bristol,Top
BRIE13um,Candidate_division_WS3,0,0,Productive,Particle,Bristol,Top
BRIE13um,Chlamydiae,0,0,Productive,Particle,Bristol,Top
BRIE13um,Chlorobi,0,0,Productive,Particle,Bristol,Top
BRIE13um,Chloroflexi,6,0.06,Productive,Particle,Bristol,Top
BRIE13um,Cyanobacteria,4769,46.27,Productive,Particle,Bristol,Top
BRIE13um,Deferribacteres,0,0,Productive,Particle,Bristol,Top
BRIE13um,Deinococcus-Thermus,0,0,Productive,Particle,Bristol,Top
BRIE13um,Dictyoglomi,0,0,Productive,Particle,Bristol,Top
BRIE13um,Elusimicrobia,0,0,Productive,Particle,Bristol,Top
BRIE13um,Fibrobacteres,0,0,Productive,Particle,Bristol,Top
BRIE13um,Firmicutes,0,0,Productive,Particle,Bristol,Top
BRIE13um,Fusobacteria,0,0,Productive,Particle,Bristol,Top
BRIE13um,Gemmatimonadetes,5,0.05,Productive,Particle,Bristol,Top
BRIE13um,Lentisphaerae,23,0.22,Productive,Particle,Bristol,Top
BRIE13um,NPL-UPA2,0,0,Productive,Particle,Bristol,Top
BRIE13um,Planctomycetes,1048,10.17,Productive,Particle,Bristol,Top
BRIE13um,Spirochaetae,0,0,Productive,Particle,Bristol,Top
BRIE13um,Tenericutes,0,0,Productive,Particle,Bristol,Top
BRIE13um,Thermotogae,0,0,Productive,Particle,Bristol,Top
BRIE13um,TM6,77,0.75,Productive,Particle,Bristol,Top
BRIE13um,Verrucomicrobia,749,7.27,Productive,Particle,Bristol,Top
BRIE13um,WCHB1-60,0,0,Productive,Particle,Bristol,Top
BRIE2,Acidobacteria,0,0,Productive,Free,Bristol,Top
BRIE2,Actinobacteria,2185,21.2,Productive,Free,Bristol,Top
BRIE2,Armatimonadetes,12,0.12,Productive,Free,Bristol,Top
BRIE2,Bacteroidetes,1482,14.38,Productive,Free,Bristol,Top
BRIE2,BD1-5,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_BRC1,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_OD1,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_OP11,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_OP3,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_OP8,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_SR1,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_TM7,0,0,Productive,Free,Bristol,Top
BRIE2,Candidate_division_WS3,0,0,Productive,Free,Bristol,Top
BRIE2,Chlamydiae,0,0,Productive,Free,Bristol,Top
BRIE2,Chlorobi,0,0,Productive,Free,Bristol,Top
BRIE2,Chloroflexi,42,0.41,Productive,Free,Bristol,Top
BRIE2,Cyanobacteria,1969,19.1,Productive,Free,Bristol,Top
BRIE2,Deferribacteres,0,0,Productive,Free,Bristol,Top
BRIE2,Deinococcus-Thermus,0,0,Productive,Free,Bristol,Top
BRIE2,Dictyoglomi,0,0,Productive,Free,Bristol,Top
BRIE2,Elusimicrobia,0,0,Productive,Free,Bristol,Top
BRIE2,Fibrobacteres,0,0,Productive,Free,Bristol,Top
BRIE2,Firmicutes,0,0,Productive,Free,Bristol,Top
BRIE2,Fusobacteria,0,0,Productive,Free,Bristol,Top
BRIE2,Gemmatimonadetes,0,0,Productive,Free,Bristol,Top
BRIE2,Lentisphaerae,0,0,Productive,Free,Bristol,Top
BRIE2,NPL-UPA2,13,0.13,Productive,Free,Bristol,Top
BRIE2,Planctomycetes,379,3.68,Productive,Free,Bristol,Top
BRIE2,Spirochaetae,0,0,Productive,Free,Bristol,Top
BRIE2,Tenericutes,0,0,Productive,Free,Bristol,Top
BRIE2,Thermotogae,0,0,Productive,Free,Bristol,Top
BRIE2,TM6,30,0.29,Productive,Free,Bristol,Top
BRIE2,Verrucomicrobia,2232,21.65,Productive,Free,Bristol,Top
BRIE2,WCHB1-60,6,0.06,Productive,Free,Bristol,Top
BRIE23um,Acidobacteria,0,0,Productive,Particle,Bristol,Top
BRIE23um,Actinobacteria,71,0.69,Productive,Particle,Bristol,Top
BRIE23um,Armatimonadetes,30,0.29,Productive,Particle,Bristol,Top
BRIE23um,Bacteroidetes,1138,11.05,Productive,Particle,Bristol,Top
BRIE23um,BD1-5,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_BRC1,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_OD1,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_OP11,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_OP3,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_OP8,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_SR1,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_TM7,0,0,Productive,Particle,Bristol,Top
BRIE23um,Candidate_division_WS3,0,0,Productive,Particle,Bristol,Top
BRIE23um,Chlamydiae,0,0,Productive,Particle,Bristol,Top
BRIE23um,Chlorobi,0,0,Productive,Particle,Bristol,Top
BRIE23um,Chloroflexi,0,0,Productive,Particle,Bristol,Top
BRIE23um,Cyanobacteria,5644,54.79,Productive,Particle,Bristol,Top
BRIE23um,Deferribacteres,0,0,Productive,Particle,Bristol,Top
BRIE23um,Deinococcus-Thermus,0,0,Productive,Particle,Bristol,Top
BRIE23um,Dictyoglomi,0,0,Productive,Particle,Bristol,Top
BRIE23um,Elusimicrobia,0,0,Productive,Particle,Bristol,Top
BRIE23um,Fibrobacteres,0,0,Productive,Particle,Bristol,Top
BRIE23um,Firmicutes,0,0,Productive,Particle,Bristol,Top
BRIE23um,Fusobacteria,0,0,Productive,Particle,Bristol,Top
BRIE23um,Gemmatimonadetes,0,0,Productive,Particle,Bristol,Top
BRIE23um,Lentisphaerae,6,0.06,Productive,Particle,Bristol,Top
BRIE23um,NPL-UPA2,0,0,Productive,Particle,Bristol,Top
BRIE23um,Planctomycetes,1153,11.19,Productive,Particle,Bristol,Top
BRIE23um,Spirochaetae,0,0,Productive,Particle,Bristol,Top
BRIE23um,Tenericutes,0,0,Productive,Particle,Bristol,Top
BRIE23um,Thermotogae,0,0,Productive,Particle,Bristol,Top
BRIE23um,TM6,54,0.52,Productive,Particle,Bristol,Top
BRIE23um,Verrucomicrobia,862,8.37,Productive,Particle,Bristol,Top
BRIE23um,WCHB1-60,0,0,Productive,Particle,Bristol,Top
BRIH1,Acidobacteria,16,0.16,Productive,Free,Bristol,Bottom
BRIH1,Actinobacteria,1315,12.77,Productive,Free,Bristol,Bottom
BRIH1,Armatimonadetes,5,0.05,Productive,Free,Bristol,Bottom
BRIH1,Bacteroidetes,2172,21.09,Productive,Free,Bristol,Bottom
BRIH1,BD1-5,16,0.16,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_BRC1,0,0,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_OD1,108,1.05,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_OP11,0,0,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_OP3,89,0.86,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_OP8,0,0,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_SR1,24,0.23,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_TM7,0,0,Productive,Free,Bristol,Bottom
BRIH1,Candidate_division_WS3,0,0,Productive,Free,Bristol,Bottom
BRIH1,Chlamydiae,0,0,Productive,Free,Bristol,Bottom
BRIH1,Chlorobi,115,1.12,Productive,Free,Bristol,Bottom
BRIH1,Chloroflexi,110,1.07,Productive,Free,Bristol,Bottom
BRIH1,Cyanobacteria,213,2.07,Productive,Free,Bristol,Bottom
BRIH1,Deferribacteres,5,0.05,Productive,Free,Bristol,Bottom
BRIH1,Deinococcus-Thermus,36,0.35,Productive,Free,Bristol,Bottom
BRIH1,Dictyoglomi,0,0,Productive,Free,Bristol,Bottom
BRIH1,Elusimicrobia,0,0,Productive,Free,Bristol,Bottom
BRIH1,Fibrobacteres,58,0.56,Productive,Free,Bristol,Bottom
BRIH1,Firmicutes,183,1.78,Productive,Free,Bristol,Bottom
BRIH1,Fusobacteria,0,0,Productive,Free,Bristol,Bottom
BRIH1,Gemmatimonadetes,0,0,Productive,Free,Bristol,Bottom
BRIH1,Lentisphaerae,860,8.35,Productive,Free,Bristol,Bottom
BRIH1,NPL-UPA2,100,0.97,Productive,Free,Bristol,Bottom
BRIH1,Planctomycetes,157,1.52,Productive,Free,Bristol,Bottom
BRIH1,Spirochaetae,98,0.95,Productive,Free,Bristol,Bottom
BRIH1,Tenericutes,23,0.22,Productive,Free,Bristol,Bottom
BRIH1,Thermotogae,0,0,Productive,Free,Bristol,Bottom
BRIH1,TM6,5,0.05,Productive,Free,Bristol,Bottom
BRIH1,Verrucomicrobia,1010,9.8,Productive,Free,Bristol,Bottom
BRIH1,WCHB1-60,0,0,Productive,Free,Bristol,Bottom
BRIH13um,Acidobacteria,45,0.44,Productive,Particle,Bristol,Bottom
BRIH13um,Actinobacteria,270,2.62,Productive,Particle,Bristol,Bottom
BRIH13um,Armatimonadetes,62,0.6,Productive,Particle,Bristol,Bottom
BRIH13um,Bacteroidetes,2003,19.43,Productive,Particle,Bristol,Bottom
BRIH13um,BD1-5,9,0.09,Productive,Particle,Bristol,Bottom
